path,true,pred,confidence
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.01.Peo-com_92_patch_2_3.jpg,A1,B2,0.3387
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.01.Peo-com_98_patch_3_3.jpg,A1,B1,0.2852
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_05_patch_3_3.jpg,A1,A2,0.5909
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_101_patch_3_3.jpg,A1,B2,0.4118
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_19_patch_2_3.jpg,A1,B1,0.3736
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_25_patch_2_0.jpg,A1,B2,0.3642
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_38_patch_0_5.jpg,A1,B2,0.3579
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_60_patch_0_0.jpg,A1,A2,0.4686
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_67_patch_1_0.jpg,A1,A2,0.365
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_81_patch_2_5.jpg,A1,A2,0.4369
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_87_patch_2_5.jpg,A1,B1,0.4379
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.02.Peo-Cou_99_patch_3_3.jpg,A1,B1,0.4303
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_06_patch_3_5.jpg,A1,A2,0.6616
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_115_patch_2_4.jpg,A1,B1,0.429
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_120_patch_2_5.jpg,A1,A2,0.4949
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_139_patch_3_5.jpg,A1,A2,0.8045
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_146_patch_1_0.jpg,A1,A2,0.6926
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_151_patch_0_4.jpg,A1,B2,0.5523
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_15_patch_2_4.jpg,A1,A2,0.4406
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_166_patch_1_2.jpg,A1,A2,0.6527
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_171_patch_1_3.jpg,A1,A2,0.6424
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_17_patch_0_3.jpg,A1,A2,0.9762
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_185_patch_0_2.jpg,A1,A2,0.4727
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_196_patch_0_1.jpg,A1,A2,0.8494
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_201_patch_0_2.jpg,A1,A2,0.4889
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_206_patch_3_5.jpg,A1,B1,0.4812
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_213_patch_0_3.jpg,A1,A2,0.902
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_21_patch_1_1.jpg,A1,A2,0.9685
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_226_patch_1_0.jpg,A1,A2,0.9486
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_246_patch_2_5.jpg,A1,A2,0.9375
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_253_patch_1_1.jpg,A1,A2,0.9407
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_259_patch_2_0.jpg,A1,A2,0.6077
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_264_patch_3_1.jpg,A1,A2,0.3962
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_270_patch_3_1.jpg,A1,A2,0.5914
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_31_patch_0_2.jpg,A1,A2,0.3849
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_44_patch_2_5.jpg,A1,B1,0.4458
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_50_patch_2_5.jpg,A1,A2,0.4009
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_56_patch_3_0.jpg,A1,B1,0.5441
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_63_patch_3_4.jpg,A1,A2,0.6389
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_71_patch_1_2.jpg,A1,A2,0.9725
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_78_patch_2_1.jpg,A1,A2,0.6461
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_84_patch_2_3.jpg,A1,A2,0.8318
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_90_patch_3_0.jpg,A1,A2,0.6368
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.03.Ope-Hou_98_patch_1_3.jpg,A1,A2,0.9366
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.05.Mus-His_39_patch_2_5.jpg,A1,B1,0.605
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.05.Mus-His_59_patch_0_5.jpg,A1,B1,0.3941
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.05.Mus-His_65_patch_1_4.jpg,A1,B1,0.4942
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.05.Mus-His_71_patch_1_4.jpg,A1,A2,0.5775
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_08_patch_2_5.jpg,A1,B2,0.4886
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_106_patch_0_1.jpg,A1,B1,0.4773
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_111_patch_1_0.jpg,A1,A2,0.684
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_117_patch_0_3.jpg,A1,A2,0.895
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_122_patch_0_3.jpg,A1,A2,0.7949
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_128_patch_2_1.jpg,A1,A2,0.8026
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_134_patch_2_2.jpg,A1,A2,0.4437
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_13_patch_3_5.jpg,A1,B1,0.5191
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_147_patch_2_4.jpg,A1,B2,0.9723
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_154_patch_0_4.jpg,A1,A2,0.6926
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_167_patch_0_3.jpg,A1,A2,0.9525
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_172_patch_1_4.jpg,A1,B2,0.3459
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_34_patch_2_0.jpg,A1,A2,0.4191
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_41_patch_2_4.jpg,A1,B1,0.4015
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_48_patch_3_1.jpg,A1,B2,0.3944
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_60_patch_3_2.jpg,A1,B1,0.5876
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_67_patch_3_2.jpg,A1,A2,0.5933
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_73_patch_2_5.jpg,A1,B1,0.4527
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_92_patch_1_3.jpg,A1,A2,0.394
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.06.TDN-Sch_98_patch_2_3.jpg,A1,B1,0.4869
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_06_patch_2_3.jpg,A1,A2,0.5786
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_12_patch_3_4.jpg,A1,A2,0.7301
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_19_patch_0_4.jpg,A1,A2,0.3629
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_31_patch_2_1.jpg,A1,A2,0.7838
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_37_patch_1_5.jpg,A1,A2,0.7811
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_46_patch_1_3.jpg,A1,A2,0.4885
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_56_patch_1_5.jpg,A1,A2,0.7725
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_62_patch_1_3.jpg,A1,B1,0.5356
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_70_patch_0_5.jpg,A1,A2,0.9436
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.07.Hot-Con_78_patch_1_1.jpg,A1,A2,0.764
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_04_patch_0_5.jpg,A1,B1,0.3706
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_10_patch_0_2.jpg,A1,B1,0.4288
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_21_patch_3_2.jpg,A1,A2,0.3359
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_27_patch_2_5.jpg,A1,A2,0.2678
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_33_patch_2_2.jpg,A1,B1,0.5536
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_39_patch_2_5.jpg,A1,B1,0.6296
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_52_patch_2_4.jpg,A1,B2,0.3581
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_58_patch_2_3.jpg,A1,A2,0.3263
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_64_patch_2_1.jpg,A1,A2,0.6872
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_82_patch_2_4.jpg,A1,B1,0.4149
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.08.MCH-Sch_88_patch_3_4.jpg,A1,B2,0.5176
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_07_patch_1_2.jpg,A1,A2,0.5279
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_103_patch_2_4.jpg,A1,A2,0.309
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_109_patch_3_0.jpg,A1,A2,0.3334
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_114_patch_3_3.jpg,A1,B1,0.712
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_120_patch_0_4.jpg,A1,B2,0.4918
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_16_patch_1_1.jpg,A1,B1,0.4253
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_29_patch_3_0.jpg,A1,B1,0.3625
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_35_patch_3_3.jpg,A1,B1,0.5834
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_48_patch_1_5.jpg,A1,B1,0.472
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_54_patch_3_1.jpg,A1,B2,0.3971
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_61_patch_0_1.jpg,A1,A2,0.5882
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_67_patch_1_0.jpg,A1,A2,0.5494
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_73_patch_0_5.jpg,A1,A2,0.7947
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_79_patch_1_0.jpg,A1,A2,0.5274
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_85_patch_1_5.jpg,A1,A2,0.5315
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_91_patch_1_5.jpg,A1,A2,0.4264
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.09.Eye-Hos_98_patch_0_4.jpg,A1,A2,0.4825
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.11.LQD-Sch_18_patch_0_3.jpg,A1,B2,0.5003
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.11.LQD-Sch_29_patch_3_5.jpg,A1,A2,0.7389
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.11.LQD-Sch_36_patch_0_0.jpg,A1,B2,0.3224
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.11.LQD-Sch_54_patch_0_2.jpg,A1,B1,0.5836
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_03_patch_0_1.jpg,A1,B1,0.4624
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_09_patch_1_1.jpg,A1,A2,0.909
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_107_patch_1_2.jpg,A1,B1,0.3227
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_113_patch_1_3.jpg,A1,A2,0.4494
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_125_patch_1_0.jpg,A1,A2,0.658
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_130_patch_2_2.jpg,A1,A2,0.9299
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_141_patch_3_0.jpg,A1,B1,0.6405
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_153_patch_0_4.jpg,A1,A2,0.671
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_159_patch_0_5.jpg,A1,A2,0.4109
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_164_patch_1_0.jpg,A1,B1,0.3741
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_30_patch_2_2.jpg,A1,B1,0.3559
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_36_patch_2_2.jpg,A1,B1,0.5689
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_48_patch_2_3.jpg,A1,A2,0.7167
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_54_patch_2_4.jpg,A1,A2,0.4087
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_60_patch_2_2.jpg,A1,A2,0.4576
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_66_patch_2_5.jpg,A1,A2,0.4575
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_73_patch_0_1.jpg,A1,A2,0.5116
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_79_patch_3_3.jpg,A1,A2,0.7372
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_86_patch_3_5.jpg,A1,A2,0.4108
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.12.Chi-Hou_95_patch_1_0.jpg,A1,B1,0.4329
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_106_patch_2_3.jpg,A1,B1,0.4732
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_111_patch_2_0.jpg,A1,B1,0.4624
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_128_patch_2_4.jpg,A1,A2,0.3096
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_139_patch_3_0.jpg,A1,B1,0.5837
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_144_patch_3_3.jpg,A1,B1,0.6493
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_16_patch_1_4.jpg,A1,B2,0.5844
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_40_patch_1_3.jpg,A1,B1,0.4432
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_58_patch_2_4.jpg,A1,B1,0.4159
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_76_patch_2_3.jpg,A1,A2,0.4424
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_84_patch_0_4.jpg,A1,B1,0.505
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.13.Pas-Ins_90_patch_2_5.jpg,A1,B1,0.4298
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_03_patch_3_0.jpg,A1,B2,0.393
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_09_patch_2_5.jpg,A1,B1,0.42
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_105_patch_3_2.jpg,A1,B2,0.2922
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_110_patch_2_5.jpg,A1,B1,0.342
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_127_patch_2_5.jpg,A1,B2,0.3189
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_138_patch_3_2.jpg,A1,B1,0.3743
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_143_patch_3_1.jpg,A1,B1,0.4359
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_155_patch_0_2.jpg,A1,B2,0.343
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_160_patch_0_4.jpg,A1,B1,0.6163
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_17_patch_0_1.jpg,A1,A2,0.45
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_22_patch_3_5.jpg,A1,B1,0.5667
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_29_patch_0_3.jpg,A1,B2,0.472
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_35_patch_0_1.jpg,A1,A2,0.2923
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_40_patch_3_5.jpg,A1,A2,0.3734
C:\Users\teflo\Desktop\Study\VLU\Comp vision\BT\Final\processed_data\test\A1\A1.14.Chi-Hos2_47_patch_0_4.jpg,A1,B1,0.5973
