path,true,pred,confidence
processed_data_cleaned\test\A1\A1.08.MCH-Sch_53_patch_3_4.jpg,A1,A2,0.9616
processed_data_cleaned\test\A1\A1.08.MCH-Sch_54_patch_1_2.jpg,A1,B2,0.6032
processed_data_cleaned\test\A1\A1.08.MCH-Sch_55_patch_0_0.jpg,A1,A2,0.7192
processed_data_cleaned\test\A1\A1.08.MCH-Sch_55_patch_1_5.jpg,A1,A2,0.5281
processed_data_cleaned\test\A1\A1.08.MCH-Sch_55_patch_2_0.jpg,A1,A2,0.5392
processed_data_cleaned\test\A1\A1.08.MCH-Sch_55_patch_3_0.jpg,A1,A2,0.7488
processed_data_cleaned\test\A1\A1.08.MCH-Sch_60_patch_3_0.jpg,A1,B2,0.8192
processed_data_cleaned\test\A1\A1.08.MCH-Sch_63_patch_3_2.jpg,A1,B1,0.9842
processed_data_cleaned\test\A1\A1.08.MCH-Sch_63_patch_3_4.jpg,A1,B1,0.612
processed_data_cleaned\test\A1\A1.08.MCH-Sch_64_patch_3_0.jpg,A1,B1,0.9556
processed_data_cleaned\test\A1\A1.08.MCH-Sch_73_patch_2_0.jpg,A1,A2,0.9755
processed_data_cleaned\test\A1\A1.08.MCH-Sch_81_patch_0_0.jpg,A1,B2,0.7746
processed_data_cleaned\test\A1\A1.08.MCH-Sch_82_patch_1_2.jpg,A1,A2,0.9723
processed_data_cleaned\test\A1\A1.08.MCH-Sch_84_patch_2_1.jpg,A1,A2,0.5719
processed_data_cleaned\test\A1\A1.08.MCH-Sch_85_patch_2_0.jpg,A1,A2,0.753
processed_data_cleaned\test\A1\A1.08.MCH-Sch_85_patch_3_0.jpg,A1,A2,0.9195
processed_data_cleaned\test\A1\A1.15.VTT-Sch_15_patch_0_0.jpg,A1,B2,0.7974
processed_data_cleaned\test\A1\A1.15.VTT-Sch_16_patch_3_3.jpg,A1,B1,0.5602
processed_data_cleaned\test\A1\A1.15.VTT-Sch_17_patch_3_2.jpg,A1,B1,0.3994
processed_data_cleaned\test\A1\A1.15.VTT-Sch_17_patch_3_3.jpg,A1,B1,0.9558
processed_data_cleaned\test\A1\A1.15.VTT-Sch_17_patch_3_4.jpg,A1,A2,0.9841
processed_data_cleaned\test\A1\A1.15.VTT-Sch_18_patch_2_0.jpg,A1,B1,0.6919
processed_data_cleaned\test\A1\A1.15.VTT-Sch_20_patch_1_4.jpg,A1,B1,0.7136
processed_data_cleaned\test\A1\A1.15.VTT-Sch_20_patch_3_2.jpg,A1,B2,0.646
processed_data_cleaned\test\A1\A1.15.VTT-Sch_21_patch_2_5.jpg,A1,B1,0.9673
processed_data_cleaned\test\A1\A1.15.VTT-Sch_21_patch_3_5.jpg,A1,B1,0.9398
processed_data_cleaned\test\A1\A1.15.VTT-Sch_22_patch_0_1.jpg,A1,B1,0.9616
processed_data_cleaned\test\A1\A1.15.VTT-Sch_23_patch_2_2.jpg,A1,B1,0.9766
processed_data_cleaned\test\A1\A1.15.VTT-Sch_29_patch_2_2.jpg,A1,B1,0.8487
processed_data_cleaned\test\A1\A1.15.VTT-Sch_29_patch_2_3.jpg,A1,B1,0.7851
processed_data_cleaned\test\A1\A1.15.VTT-Sch_29_patch_2_4.jpg,A1,B1,0.5356
processed_data_cleaned\test\A1\A1.15.VTT-Sch_29_patch_2_5.jpg,A1,A2,0.7497
processed_data_cleaned\test\A1\A1.15.VTT-Sch_29_patch_3_4.jpg,A1,A2,0.6337
processed_data_cleaned\test\A1\A1.15.VTT-Sch_30_patch_0_3.jpg,A1,B1,0.9523
processed_data_cleaned\test\A1\A1.15.VTT-Sch_30_patch_2_2.jpg,A1,B1,0.9981
processed_data_cleaned\test\A1\A1.15.VTT-Sch_30_patch_3_3.jpg,A1,B1,0.624
processed_data_cleaned\test\A1\A1.15.VTT-Sch_32_patch_1_3.jpg,A1,B2,0.786
processed_data_cleaned\test\A1\A1.15.VTT-Sch_37_patch_2_1.jpg,A1,B1,0.6009
processed_data_cleaned\test\A1\A1.15.VTT-Sch_40_patch_3_3.jpg,A1,B1,0.9788
processed_data_cleaned\test\A1\A1.15.VTT-Sch_41_patch_1_1.jpg,A1,B2,0.9599
processed_data_cleaned\test\A1\A1.15.VTT-Sch_41_patch_2_0.jpg,A1,A2,0.7726
processed_data_cleaned\test\A1\A1.15.VTT-Sch_41_patch_3_3.jpg,A1,B1,0.636
processed_data_cleaned\test\A1\A1.21.Rai-Bui_17_patch_3_0.jpg,A1,B1,0.7927
processed_data_cleaned\test\A1\A1.21.Rai-Bui_17_patch_3_2.jpg,A1,B1,0.6227
processed_data_cleaned\test\A1\A1.21.Rai-Bui_17_patch_3_3.jpg,A1,B1,0.8458
processed_data_cleaned\test\A1\A1.21.Rai-Bui_19_patch_3_3.jpg,A1,B1,0.7267
processed_data_cleaned\test\A1\A1.21.Rai-Bui_19_patch_3_4.jpg,A1,A2,0.4433
processed_data_cleaned\test\A1\A1.21.Rai-Bui_19_patch_3_5.jpg,A1,A2,0.8622
processed_data_cleaned\test\A1\A1.21.Rai-Bui_24_patch_3_0.jpg,A1,B1,0.7514
processed_data_cleaned\test\A1\A1.21.Rai-Bui_24_patch_3_1.jpg,A1,B1,0.9328
processed_data_cleaned\test\A1\A1.21.Rai-Bui_24_patch_3_2.jpg,A1,B1,0.577
processed_data_cleaned\test\A1\A1.21.Rai-Bui_24_patch_3_3.jpg,A1,B1,0.9762
processed_data_cleaned\test\A1\A1.21.Rai-Bui_24_patch_3_4.jpg,A1,B1,0.5126
processed_data_cleaned\test\A1\A1.21.Rai-Bui_24_patch_3_5.jpg,A1,B1,0.543
processed_data_cleaned\test\A1\A1.21.Rai-Bui_26_patch_0_3.jpg,A1,B2,0.5154
processed_data_cleaned\test\A1\A1.21.Rai-Bui_26_patch_3_0.jpg,A1,B2,0.5103
processed_data_cleaned\test\A1\A1.21.Rai-Bui_26_patch_3_1.jpg,A1,B1,0.5776
processed_data_cleaned\test\A1\A1.21.Rai-Bui_26_patch_3_2.jpg,A1,B1,0.9821
processed_data_cleaned\test\A1\A1.21.Rai-Bui_26_patch_3_4.jpg,A1,A2,0.4627
processed_data_cleaned\test\A1\A1.21.Rai-Bui_33_patch_3_0.jpg,A1,B1,0.9685
processed_data_cleaned\test\A1\A1.21.Rai-Bui_33_patch_3_1.jpg,A1,B2,0.9402
processed_data_cleaned\test\A1\A1.21.Rai-Bui_34_patch_3_1.jpg,A1,A2,0.5694
processed_data_cleaned\test\A1\A1.21.Rai-Bui_45_patch_2_2.jpg,A1,A2,0.5856
processed_data_cleaned\test\A1\A1.21.Rai-Bui_46_patch_2_3.jpg,A1,B1,0.8422
processed_data_cleaned\test\A1\A1.21.Rai-Bui_46_patch_2_4.jpg,A1,B1,0.8667
processed_data_cleaned\test\A1\A1.21.Rai-Bui_47_patch_3_0.jpg,A1,A2,0.8012
processed_data_cleaned\test\A1\A1.21.Rai-Bui_50_patch_3_3.jpg,A1,A2,0.6173
processed_data_cleaned\test\A1\A1.29.Lab-Cul_04_patch_2_2.jpg,A1,B1,0.9899
processed_data_cleaned\test\A1\A1.29.Lab-Cul_04_patch_3_0.jpg,A1,B2,0.6411
processed_data_cleaned\test\A1\A1.29.Lab-Cul_04_patch_3_5.jpg,A1,A2,0.9492
processed_data_cleaned\test\A1\A1.29.Lab-Cul_05_patch_0_3.jpg,A1,A2,0.5411
processed_data_cleaned\test\A1\A1.29.Lab-Cul_05_patch_2_1.jpg,A1,B1,0.9435
processed_data_cleaned\test\A1\A1.29.Lab-Cul_05_patch_3_0.jpg,A1,B1,0.5224
processed_data_cleaned\test\A1\A1.29.Lab-Cul_05_patch_3_2.jpg,A1,B1,0.644
processed_data_cleaned\test\A1\A1.29.Lab-Cul_07_patch_1_2.jpg,A1,B2,0.9253
processed_data_cleaned\test\A1\A1.29.Lab-Cul_07_patch_1_3.jpg,A1,B1,0.7061
processed_data_cleaned\test\A1\A1.29.Lab-Cul_07_patch_2_0.jpg,A1,B1,0.9862
processed_data_cleaned\test\A1\A1.29.Lab-Cul_07_patch_2_1.jpg,A1,A2,0.7037
processed_data_cleaned\test\A1\A1.29.Lab-Cul_07_patch_2_2.jpg,A1,B1,0.5539
processed_data_cleaned\test\A1\A1.29.Lab-Cul_07_patch_2_3.jpg,A1,B1,0.9761
processed_data_cleaned\test\A1\A1.29.Lab-Cul_07_patch_3_2.jpg,A1,B1,0.9819
processed_data_cleaned\test\A1\A1.29.Lab-Cul_10_patch_3_0.jpg,A1,B1,0.6298
processed_data_cleaned\test\A1\A1.29.Lab-Cul_11_patch_0_0.jpg,A1,B2,0.9007
processed_data_cleaned\test\A1\A1.29.Lab-Cul_11_patch_1_2.jpg,A1,A2,0.7611
processed_data_cleaned\test\A1\A1.29.Lab-Cul_11_patch_1_4.jpg,A1,A2,0.532
processed_data_cleaned\test\A1\A1.29.Lab-Cul_11_patch_3_1.jpg,A1,A2,0.9762
processed_data_cleaned\test\A1\A1.29.Lab-Cul_11_patch_3_2.jpg,A1,A2,0.9998
processed_data_cleaned\test\A1\A1.29.Lab-Cul_11_patch_3_3.jpg,A1,A2,0.9971
processed_data_cleaned\test\A1\A1.29.Lab-Cul_11_patch_3_4.jpg,A1,B1,0.7259
processed_data_cleaned\test\A1\A1.29.Lab-Cul_14_patch_0_3.jpg,A1,A2,0.8734
processed_data_cleaned\test\A1\A1.29.Lab-Cul_14_patch_0_4.jpg,A1,A2,0.8678
processed_data_cleaned\test\A1\A1.29.Lab-Cul_14_patch_0_5.jpg,A1,B1,0.9539
processed_data_cleaned\test\A1\A1.29.Lab-Cul_14_patch_1_0.jpg,A1,B1,0.9917
processed_data_cleaned\test\A1\A1.29.Lab-Cul_14_patch_1_1.jpg,A1,B1,0.8319
processed_data_cleaned\test\A1\A1.29.Lab-Cul_14_patch_1_2.jpg,A1,B1,0.9498
processed_data_cleaned\test\A1\A1.29.Lab-Cul_14_patch_3_1.jpg,A1,B1,0.6962
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_0_4.jpg,A1,A2,0.9993
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_0_5.jpg,A1,A2,0.9984
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_1_0.jpg,A1,A2,0.9773
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_1_1.jpg,A1,A2,0.9998
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_1_2.jpg,A1,A2,0.9999
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_1_3.jpg,A1,A2,0.9979
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_1_4.jpg,A1,A2,0.7063
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_1_5.jpg,A1,B1,0.9282
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_2_0.jpg,A1,B1,0.7322
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_2_1.jpg,A1,A2,0.5652
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_2_2.jpg,A1,A2,0.9975
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_2_3.jpg,A1,A2,0.9999
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_2_4.jpg,A1,B1,0.5494
processed_data_cleaned\test\A1\A1.29.Lab-Cul_15_patch_3_1.jpg,A1,B1,0.773
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_1_1.jpg,A1,A2,0.7765
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_1_2.jpg,A1,A2,0.7491
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_1_3.jpg,A1,A2,1.0
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_1_4.jpg,A1,A2,0.6457
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_2_1.jpg,A1,A2,0.9972
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_2_3.jpg,A1,A2,0.9996
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_3_3.jpg,A1,A2,0.9974
processed_data_cleaned\test\A1\A1.29.Lab-Cul_16_patch_3_5.jpg,A1,A2,0.6112
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_0_2.jpg,A1,A2,1.0
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_0_3.jpg,A1,A2,0.7677
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_1_0.jpg,A1,B2,0.9304
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_1_2.jpg,A1,B1,0.8977
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_1_3.jpg,A1,A2,0.9991
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_2_0.jpg,A1,B1,0.9582
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_2_2.jpg,A1,B1,0.9472
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_2_3.jpg,A1,A2,0.9996
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_2_4.jpg,A1,A2,0.8198
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_2_5.jpg,A1,A2,0.5122
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_3_2.jpg,A1,B1,0.8165
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_3_3.jpg,A1,A2,0.6469
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_3_4.jpg,A1,A2,0.994
processed_data_cleaned\test\A1\A1.29.Lab-Cul_17_patch_3_5.jpg,A1,A2,0.9869
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_0_3.jpg,A1,B1,0.5193
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_0_4.jpg,A1,A2,0.9926
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_0_5.jpg,A1,A2,0.9704
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_1_0.jpg,A1,A2,0.8496
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_1_1.jpg,A1,A2,1.0
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_1_2.jpg,A1,A2,0.9961
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_1_3.jpg,A1,A2,0.5561
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_1_4.jpg,A1,B1,0.9963
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_1_5.jpg,A1,B1,0.9994
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_2_0.jpg,A1,B1,0.4949
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_2_1.jpg,A1,B1,0.9487
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_2_2.jpg,A1,B1,0.5944
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_2_3.jpg,A1,B1,0.8911
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_2_4.jpg,A1,B1,0.9977
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_3_0.jpg,A1,B1,0.8678
processed_data_cleaned\test\A1\A1.29.Lab-Cul_18_patch_3_3.jpg,A1,B2,0.6461
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_0_0.jpg,A1,B1,0.7185
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_0_1.jpg,A1,B1,0.8532
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_0_2.jpg,A1,B2,0.9862
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_0_4.jpg,A1,A2,0.9826
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_1_1.jpg,A1,B2,0.9988
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_1_2.jpg,A1,A2,0.8003
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_1_3.jpg,A1,A2,0.5723
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_1_4.jpg,A1,B1,0.9991
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_2_1.jpg,A1,B1,0.8033
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_2_3.jpg,A1,B1,0.5778
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_2_4.jpg,A1,A2,0.9905
processed_data_cleaned\test\A1\A1.29.Lab-Cul_19_patch_2_5.jpg,A1,B2,0.7241
processed_data_cleaned\test\A1\A1.29.Lab-Cul_20_patch_2_0.jpg,A1,B1,0.7596
processed_data_cleaned\test\A1\A1.29.Lab-Cul_20_patch_3_0.jpg,A1,B1,0.9398
processed_data_cleaned\test\A1\A1.29.Lab-Cul_20_patch_3_2.jpg,A1,B1,0.5201
processed_data_cleaned\test\A1\A1.29.Lab-Cul_20_patch_3_3.jpg,A1,B1,0.7573
processed_data_cleaned\test\A1\A1.29.Lab-Cul_22_patch_0_3.jpg,A1,B2,0.9641
processed_data_cleaned\test\A1\A1.29.Lab-Cul_22_patch_0_4.jpg,A1,B2,0.667
processed_data_cleaned\test\A1\A1.29.Lab-Cul_22_patch_1_0.jpg,A1,B1,0.917
processed_data_cleaned\test\A1\A1.29.Lab-Cul_22_patch_1_1.jpg,A1,B2,0.6653
processed_data_cleaned\test\A1\A1.29.Lab-Cul_22_patch_1_2.jpg,A1,B1,0.7363
processed_data_cleaned\test\A1\A1.29.Lab-Cul_22_patch_1_5.jpg,A1,B1,0.942
processed_data_cleaned\test\A1\A1.29.Lab-Cul_22_patch_2_4.jpg,A1,B1,0.5054
processed_data_cleaned\test\A1\A1.29.Lab-Cul_23_patch_2_0.jpg,A1,B1,0.6249
processed_data_cleaned\test\A1\A1.29.Lab-Cul_24_patch_3_0.jpg,A1,B1,0.6814
processed_data_cleaned\test\A1\A1.29.Lab-Cul_25_patch_3_0.jpg,A1,A2,0.674
processed_data_cleaned\test\A1\A1.29.Lab-Cul_25_patch_3_2.jpg,A1,B1,0.7224
processed_data_cleaned\test\A1\A1.29.Lab-Cul_26_patch_2_1.jpg,A1,B1,0.5605
processed_data_cleaned\test\A1\A1.29.Lab-Cul_26_patch_2_4.jpg,A1,B1,0.9336
processed_data_cleaned\test\A1\A1.29.Lab-Cul_26_patch_2_5.jpg,A1,B1,0.8236
processed_data_cleaned\test\A1\A1.29.Lab-Cul_28_patch_3_0.jpg,A1,B1,0.6514
processed_data_cleaned\test\A1\A1.29.Lab-Cul_31_patch_2_2.jpg,A1,B1,0.8341
processed_data_cleaned\test\A1\A1.29.Lab-Cul_31_patch_3_2.jpg,A1,B1,0.8878
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_0_0.jpg,A1,B1,0.9361
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_0_1.jpg,A1,B1,0.9966
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_0_4.jpg,A1,B1,0.9786
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_1_1.jpg,A1,B1,0.8877
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_2_4.jpg,A1,B1,0.9798
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_3_0.jpg,A1,B1,0.9745
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_3_1.jpg,A1,B1,0.8719
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_3_2.jpg,A1,B1,0.8998
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_3_3.jpg,A1,B2,0.9483
processed_data_cleaned\test\A1\A1.29.Lab-Cul_32_patch_3_4.jpg,A1,B2,0.5479
processed_data_cleaned\test\A1\A1.29.Lab-Cul_33_patch_3_1.jpg,A1,B1,0.7303
processed_data_cleaned\test\A1\A1.29.Lab-Cul_34_patch_3_5.jpg,A1,B1,0.9943
processed_data_cleaned\test\A1\A1.29.Lab-Cul_35_patch_0_5.jpg,A1,B1,0.6369
processed_data_cleaned\test\A1\A1.29.Lab-Cul_35_patch_2_1.jpg,A1,B1,0.7611
processed_data_cleaned\test\A1\A1.29.Lab-Cul_35_patch_3_2.jpg,A1,A2,0.7823
processed_data_cleaned\test\A1\A1.40.Veg-Oil_01_patch_1_4.jpg,A1,B1,0.9012
processed_data_cleaned\test\A1\A1.40.Veg-Oil_01_patch_3_0.jpg,A1,B1,0.9091
processed_data_cleaned\test\A1\A1.40.Veg-Oil_03_patch_1_0.jpg,A1,B1,0.9995
processed_data_cleaned\test\A1\A1.40.Veg-Oil_09_patch_2_5.jpg,A1,B1,0.7999
processed_data_cleaned\test\A1\A1.40.Veg-Oil_10_patch_2_3.jpg,A1,B1,0.7039
processed_data_cleaned\test\A1\A1.40.Veg-Oil_10_patch_3_2.jpg,A1,B1,0.9967
processed_data_cleaned\test\A1\A1.40.Veg-Oil_10_patch_3_3.jpg,A1,B1,0.7061
processed_data_cleaned\test\A1\A1.40.Veg-Oil_10_patch_3_4.jpg,A1,B1,0.9708
processed_data_cleaned\test\A1\A1.40.Veg-Oil_10_patch_3_5.jpg,A1,B1,0.6878
processed_data_cleaned\test\A1\A1.40.Veg-Oil_11_patch_0_5.jpg,A1,B1,0.6072
processed_data_cleaned\test\A1\A1.40.Veg-Oil_11_patch_1_3.jpg,A1,B1,0.7309
processed_data_cleaned\test\A1\A1.40.Veg-Oil_11_patch_2_1.jpg,A1,B1,0.8468
processed_data_cleaned\test\A1\A1.40.Veg-Oil_12_patch_1_5.jpg,A1,B1,0.8128
processed_data_cleaned\test\A1\A1.40.Veg-Oil_12_patch_2_4.jpg,A1,B1,0.8422
processed_data_cleaned\test\A1\A1.40.Veg-Oil_12_patch_2_5.jpg,A1,B1,0.9542
processed_data_cleaned\test\A1\A1.40.Veg-Oil_12_patch_3_1.jpg,A1,B1,0.907
processed_data_cleaned\test\A1\A1.40.Veg-Oil_12_patch_3_2.jpg,A1,B1,0.9971
processed_data_cleaned\test\A1\A1.40.Veg-Oil_12_patch_3_5.jpg,A1,B1,0.5856
processed_data_cleaned\test\A1\A1.40.Veg-Oil_13_patch_3_3.jpg,A1,B1,0.6826
processed_data_cleaned\test\A1\A1.40.Veg-Oil_14_patch_1_0.jpg,A1,B1,0.8026
processed_data_cleaned\test\A1\A1.40.Veg-Oil_21_patch_0_0.jpg,A1,B1,0.5661
processed_data_cleaned\test\A1\A1.40.Veg-Oil_21_patch_0_1.jpg,A1,B1,0.8748
processed_data_cleaned\test\A1\A1.40.Veg-Oil_21_patch_3_5.jpg,A1,B1,0.994
processed_data_cleaned\test\A1\A1.40.Veg-Oil_22_patch_1_1.jpg,A1,B1,0.7306
processed_data_cleaned\test\A1\A1.40.Veg-Oil_23_patch_2_0.jpg,A1,B1,0.6865
processed_data_cleaned\test\A1\A1.40.Veg-Oil_23_patch_2_1.jpg,A1,B1,0.841
processed_data_cleaned\test\A1\A1.40.Veg-Oil_23_patch_2_5.jpg,A1,B1,0.6258
processed_data_cleaned\test\A1\A1.40.Veg-Oil_23_patch_3_0.jpg,A1,B1,0.8588
processed_data_cleaned\test\A1\A1.40.Veg-Oil_23_patch_3_1.jpg,A1,B1,0.9998
processed_data_cleaned\test\A1\A1.40.Veg-Oil_24_patch_0_0.jpg,A1,B1,0.8294
processed_data_cleaned\test\A1\A1.40.Veg-Oil_24_patch_3_0.jpg,A1,B1,0.5219
processed_data_cleaned\test\A1\A1.40.Veg-Oil_28_patch_2_1.jpg,A1,B1,0.8681
processed_data_cleaned\test\A1\A1.40.Veg-Oil_29_patch_0_3.jpg,A1,B1,0.9454
processed_data_cleaned\test\A1\A1.40.Veg-Oil_30_patch_0_3.jpg,A1,B1,0.9983
processed_data_cleaned\test\A1\A1.40.Veg-Oil_31_patch_3_1.jpg,A1,B1,0.5168
processed_data_cleaned\test\A1\A1.40.Veg-Oil_33_patch_3_0.jpg,A1,B1,0.56
processed_data_cleaned\test\A1\A1.40.Veg-Oil_34_patch_0_4.jpg,A1,B1,0.7733
processed_data_cleaned\test\A1\A1.40.Veg-Oil_36_patch_2_3.jpg,A1,A2,0.5531
