dup_cluster_id,building_id,style_label,filename,file_path,action
31,A1.03,A1,A1.03.Ope-Hou_72.JPG,raw_data/A1.03/A1.03.Ope-Hou_72.JPG,
32,A1.03,A1,A1.03.Ope-Hou_92.JPG,raw_data/A1.03/A1.03.Ope-Hou_92.JPG,
32,A1.03,A1,A1.03.Ope-Hou_93.JPG,raw_data/A1.03/A1.03.Ope-Hou_93.JPG,
33,A1.04,A1,A1.04.HCM-Mus_56.jpg,raw_data/A1.04/A1.04.HCM-Mus_56.jpg,
33,A1.04,A1,A1.04.HCM-Mus_58.jpg,raw_data/A1.04/A1.04.HCM-Mus_58.jpg,
34,A1.04,A1,A1.04.HCM-Mus_65.jpg,raw_data/A1.04/A1.04.HCM-Mus_65.jpg,
34,A1.04,A1,A1.04.HCM-Mus_68.jpg,raw_data/A1.04/A1.04.HCM-Mus_68.jpg,
35,A1.06,A1,A1.06.TDN-Sch_08.JPG,raw_data/A1.06/A1.06.TDN-Sch_08.JPG,
35,A1.06,A1,DSC06401.JPG,raw_data/A1.06/DSC06401.JPG,
36,A1.06,A1,A1.06.TDN-Sch_09.JPG,raw_data/A1.06/A1.06.TDN-Sch_09.JPG,
36,A1.06,A1,DSC06400.JPG,raw_data/A1.06/DSC06400.JPG,
37,A1.06,A1,A1.06.TDN-Sch_10.JPG,raw_data/A1.06/A1.06.TDN-Sch_10.JPG,
37,A1.06,A1,DSC06399.JPG,raw_data/A1.06/DSC06399.JPG,
38,A1.06,A1,A1.06.TDN-Sch_100.JPG,raw_data/A1.06/A1.06.TDN-Sch_100.JPG,
38,A1.06,A1,DSC06158.JPG,raw_data/A1.06/DSC06158.JPG,
39,A1.06,A1,A1.06.TDN-Sch_101.JPG,raw_data/A1.06/A1.06.TDN-Sch_101.JPG,
39,A1.06,A1,DSC06157.JPG,raw_data/A1.06/DSC06157.JPG,
40,A1.06,A1,A1.06.TDN-Sch_102.JPG,raw_data/A1.06/A1.06.TDN-Sch_102.JPG,
40,A1.06,A1,DSC06156.JPG,raw_data/A1.06/DSC06156.JPG,
41,A1.06,A1,A1.06.TDN-Sch_104.JPG,raw_data/A1.06/A1.06.TDN-Sch_104.JPG,
41,A1.06,A1,DSC06154.JPG,raw_data/A1.06/DSC06154.JPG,
42,A1.06,A1,A1.06.TDN-Sch_106.JPG,raw_data/A1.06/A1.06.TDN-Sch_106.JPG,
42,A1.06,A1,DSC06149.JPG,raw_data/A1.06/DSC06149.JPG,
43,A1.06,A1,A1.06.TDN-Sch_11.JPG,raw_data/A1.06/A1.06.TDN-Sch_11.JPG,
43,A1.06,A1,A1.06.TDN-Sch_12.JPG,raw_data/A1.06/A1.06.TDN-Sch_12.JPG,
43,A1.06,A1,DSC06397.JPG,raw_data/A1.06/DSC06397.JPG,
43,A1.06,A1,DSC06398.JPG,raw_data/A1.06/DSC06398.JPG,
44,A1.06,A1,A1.06.TDN-Sch_111.JPG,raw_data/A1.06/A1.06.TDN-Sch_111.JPG,
44,A1.06,A1,DSC06142.JPG,raw_data/A1.06/DSC06142.JPG,
45,A1.06,A1,A1.06.TDN-Sch_112.JPG,raw_data/A1.06/A1.06.TDN-Sch_112.JPG,
45,A1.06,A1,DSC06141.JPG,raw_data/A1.06/DSC06141.JPG,
46,A1.06,A1,A1.06.TDN-Sch_113.JPG,raw_data/A1.06/A1.06.TDN-Sch_113.JPG,
46,A1.06,A1,DSC06140.JPG,raw_data/A1.06/DSC06140.JPG,
47,A1.06,A1,A1.06.TDN-Sch_114.JPG,raw_data/A1.06/A1.06.TDN-Sch_114.JPG,
47,A1.06,A1,DSC06137.JPG,raw_data/A1.06/DSC06137.JPG,
48,A1.06,A1,A1.06.TDN-Sch_115.JPG,raw_data/A1.06/A1.06.TDN-Sch_115.JPG,
48,A1.06,A1,DSC06136.JPG,raw_data/A1.06/DSC06136.JPG,
49,A1.06,A1,A1.06.TDN-Sch_116.JPG,raw_data/A1.06/A1.06.TDN-Sch_116.JPG,
49,A1.06,A1,DSC06135.JPG,raw_data/A1.06/DSC06135.JPG,
50,A1.06,A1,A1.06.TDN-Sch_117.JPG,raw_data/A1.06/A1.06.TDN-Sch_117.JPG,
50,A1.06,A1,DSC06134.JPG,raw_data/A1.06/DSC06134.JPG,
51,A1.06,A1,A1.06.TDN-Sch_118.JPG,raw_data/A1.06/A1.06.TDN-Sch_118.JPG,
51,A1.06,A1,DSC06133.JPG,raw_data/A1.06/DSC06133.JPG,
52,A1.06,A1,A1.06.TDN-Sch_119.JPG,raw_data/A1.06/A1.06.TDN-Sch_119.JPG,
52,A1.06,A1,DSC06132.JPG,raw_data/A1.06/DSC06132.JPG,
53,A1.06,A1,A1.06.TDN-Sch_120.JPG,raw_data/A1.06/A1.06.TDN-Sch_120.JPG,
53,A1.06,A1,DSC06131.JPG,raw_data/A1.06/DSC06131.JPG,
54,A1.06,A1,A1.06.TDN-Sch_121.JPG,raw_data/A1.06/A1.06.TDN-Sch_121.JPG,
54,A1.06,A1,DSC06130.JPG,raw_data/A1.06/DSC06130.JPG,
55,A1.06,A1,A1.06.TDN-Sch_122.JPG,raw_data/A1.06/A1.06.TDN-Sch_122.JPG,
55,A1.06,A1,DSC06129.JPG,raw_data/A1.06/DSC06129.JPG,
56,A1.06,A1,A1.06.TDN-Sch_123.JPG,raw_data/A1.06/A1.06.TDN-Sch_123.JPG,
56,A1.06,A1,DSC06128.JPG,raw_data/A1.06/DSC06128.JPG,
57,A1.06,A1,A1.06.TDN-Sch_124.JPG,raw_data/A1.06/A1.06.TDN-Sch_124.JPG,
57,A1.06,A1,DSC06123.JPG,raw_data/A1.06/DSC06123.JPG,
58,A1.06,A1,A1.06.TDN-Sch_125.JPG,raw_data/A1.06/A1.06.TDN-Sch_125.JPG,
58,A1.06,A1,DSC06121.JPG,raw_data/A1.06/DSC06121.JPG,
59,A1.06,A1,A1.06.TDN-Sch_126.JPG,raw_data/A1.06/A1.06.TDN-Sch_126.JPG,
59,A1.06,A1,DSC06119.JPG,raw_data/A1.06/DSC06119.JPG,
60,A1.06,A1,A1.06.TDN-Sch_127.JPG,raw_data/A1.06/A1.06.TDN-Sch_127.JPG,
60,A1.06,A1,DSC06116.JPG,raw_data/A1.06/DSC06116.JPG,
61,A1.06,A1,A1.06.TDN-Sch_128.JPG,raw_data/A1.06/A1.06.TDN-Sch_128.JPG,
61,A1.06,A1,DSC06115.JPG,raw_data/A1.06/DSC06115.JPG,
62,A1.06,A1,A1.06.TDN-Sch_129.JPG,raw_data/A1.06/A1.06.TDN-Sch_129.JPG,
62,A1.06,A1,DSC06112.JPG,raw_data/A1.06/DSC06112.JPG,
63,A1.06,A1,A1.06.TDN-Sch_13.JPG,raw_data/A1.06/A1.06.TDN-Sch_13.JPG,
63,A1.06,A1,A1.06.TDN-Sch_14.JPG,raw_data/A1.06/A1.06.TDN-Sch_14.JPG,
63,A1.06,A1,A1.06.TDN-Sch_35.JPG,raw_data/A1.06/A1.06.TDN-Sch_35.JPG,
63,A1.06,A1,DSC06363.JPG,raw_data/A1.06/DSC06363.JPG,
63,A1.06,A1,DSC06395.JPG,raw_data/A1.06/DSC06395.JPG,
63,A1.06,A1,DSC06396.JPG,raw_data/A1.06/DSC06396.JPG,
64,A1.06,A1,A1.06.TDN-Sch_130.JPG,raw_data/A1.06/A1.06.TDN-Sch_130.JPG,
64,A1.06,A1,DSC06111.JPG,raw_data/A1.06/DSC06111.JPG,
65,A1.06,A1,A1.06.TDN-Sch_131.JPG,raw_data/A1.06/A1.06.TDN-Sch_131.JPG,
65,A1.06,A1,DSC06110.JPG,raw_data/A1.06/DSC06110.JPG,
66,A1.06,A1,A1.06.TDN-Sch_132.JPG,raw_data/A1.06/A1.06.TDN-Sch_132.JPG,
66,A1.06,A1,DSC06108.JPG,raw_data/A1.06/DSC06108.JPG,
67,A1.06,A1,A1.06.TDN-Sch_133.JPG,raw_data/A1.06/A1.06.TDN-Sch_133.JPG,
67,A1.06,A1,DSC06106.JPG,raw_data/A1.06/DSC06106.JPG,
68,A1.06,A1,A1.06.TDN-Sch_134.JPG,raw_data/A1.06/A1.06.TDN-Sch_134.JPG,
68,A1.06,A1,DSC06103.JPG,raw_data/A1.06/DSC06103.JPG,
69,A1.06,A1,A1.06.TDN-Sch_135.JPG,raw_data/A1.06/A1.06.TDN-Sch_135.JPG,
69,A1.06,A1,DSC06102.JPG,raw_data/A1.06/DSC06102.JPG,
70,A1.06,A1,A1.06.TDN-Sch_136.JPG,raw_data/A1.06/A1.06.TDN-Sch_136.JPG,
70,A1.06,A1,DSC06101.JPG,raw_data/A1.06/DSC06101.JPG,
71,A1.06,A1,A1.06.TDN-Sch_137.JPG,raw_data/A1.06/A1.06.TDN-Sch_137.JPG,
71,A1.06,A1,DSC06099.JPG,raw_data/A1.06/DSC06099.JPG,
72,A1.06,A1,A1.06.TDN-Sch_138.JPG,raw_data/A1.06/A1.06.TDN-Sch_138.JPG,
72,A1.06,A1,DSC06098.JPG,raw_data/A1.06/DSC06098.JPG,
73,A1.06,A1,A1.06.TDN-Sch_139.JPG,raw_data/A1.06/A1.06.TDN-Sch_139.JPG,
73,A1.06,A1,DSC06090.JPG,raw_data/A1.06/DSC06090.JPG,
74,A1.06,A1,A1.06.TDN-Sch_140.JPG,raw_data/A1.06/A1.06.TDN-Sch_140.JPG,
74,A1.06,A1,DSC06089.JPG,raw_data/A1.06/DSC06089.JPG,
75,A1.06,A1,A1.06.TDN-Sch_141.JPG,raw_data/A1.06/A1.06.TDN-Sch_141.JPG,
75,A1.06,A1,A1.06.TDN-Sch_142.JPG,raw_data/A1.06/A1.06.TDN-Sch_142.JPG,
75,A1.06,A1,DSC06087.JPG,raw_data/A1.06/DSC06087.JPG,
75,A1.06,A1,DSC06088.JPG,raw_data/A1.06/DSC06088.JPG,
76,A1.06,A1,A1.06.TDN-Sch_143.JPG,raw_data/A1.06/A1.06.TDN-Sch_143.JPG,
76,A1.06,A1,DSC06085.JPG,raw_data/A1.06/DSC06085.JPG,
77,A1.06,A1,A1.06.TDN-Sch_144.JPG,raw_data/A1.06/A1.06.TDN-Sch_144.JPG,
77,A1.06,A1,DSC06084.JPG,raw_data/A1.06/DSC06084.JPG,
78,A1.06,A1,A1.06.TDN-Sch_145.JPG,raw_data/A1.06/A1.06.TDN-Sch_145.JPG,
78,A1.06,A1,DSC06083.JPG,raw_data/A1.06/DSC06083.JPG,
79,A1.06,A1,A1.06.TDN-Sch_146.JPG,raw_data/A1.06/A1.06.TDN-Sch_146.JPG,
79,A1.06,A1,DSC06081.JPG,raw_data/A1.06/DSC06081.JPG,
80,A1.06,A1,A1.06.TDN-Sch_147.JPG,raw_data/A1.06/A1.06.TDN-Sch_147.JPG,
80,A1.06,A1,DSC06067.JPG,raw_data/A1.06/DSC06067.JPG,
81,A1.06,A1,A1.06.TDN-Sch_148.JPG,raw_data/A1.06/A1.06.TDN-Sch_148.JPG,
81,A1.06,A1,DSC06066.JPG,raw_data/A1.06/DSC06066.JPG,
82,A1.06,A1,A1.06.TDN-Sch_149.JPG,raw_data/A1.06/A1.06.TDN-Sch_149.JPG,
82,A1.06,A1,DSC06065.JPG,raw_data/A1.06/DSC06065.JPG,
83,A1.06,A1,A1.06.TDN-Sch_150.JPG,raw_data/A1.06/A1.06.TDN-Sch_150.JPG,
83,A1.06,A1,DSC06064.JPG,raw_data/A1.06/DSC06064.JPG,
84,A1.06,A1,A1.06.TDN-Sch_151.JPG,raw_data/A1.06/A1.06.TDN-Sch_151.JPG,
84,A1.06,A1,DSC06061.JPG,raw_data/A1.06/DSC06061.JPG,
85,A1.06,A1,A1.06.TDN-Sch_152.JPG,raw_data/A1.06/A1.06.TDN-Sch_152.JPG,
85,A1.06,A1,DSC06060.JPG,raw_data/A1.06/DSC06060.JPG,
86,A1.06,A1,A1.06.TDN-Sch_153.JPG,raw_data/A1.06/A1.06.TDN-Sch_153.JPG,
86,A1.06,A1,DSC06057.JPG,raw_data/A1.06/DSC06057.JPG,
87,A1.06,A1,A1.06.TDN-Sch_154.JPG,raw_data/A1.06/A1.06.TDN-Sch_154.JPG,
87,A1.06,A1,DSC06056.JPG,raw_data/A1.06/DSC06056.JPG,
88,A1.06,A1,A1.06.TDN-Sch_155.JPG,raw_data/A1.06/A1.06.TDN-Sch_155.JPG,
88,A1.06,A1,DSC06044.JPG,raw_data/A1.06/DSC06044.JPG,
89,A1.06,A1,A1.06.TDN-Sch_156.JPG,raw_data/A1.06/A1.06.TDN-Sch_156.JPG,
89,A1.06,A1,DSC06040.JPG,raw_data/A1.06/DSC06040.JPG,
90,A1.06,A1,A1.06.TDN-Sch_157.JPG,raw_data/A1.06/A1.06.TDN-Sch_157.JPG,
90,A1.06,A1,DSC06038.JPG,raw_data/A1.06/DSC06038.JPG,
91,A1.06,A1,A1.06.TDN-Sch_158.JPG,raw_data/A1.06/A1.06.TDN-Sch_158.JPG,
91,A1.06,A1,DSC06036.JPG,raw_data/A1.06/DSC06036.JPG,
92,A1.06,A1,A1.06.TDN-Sch_160.JPG,raw_data/A1.06/A1.06.TDN-Sch_160.JPG,
92,A1.06,A1,DSC06034.JPG,raw_data/A1.06/DSC06034.JPG,
93,A1.06,A1,A1.06.TDN-Sch_162.JPG,raw_data/A1.06/A1.06.TDN-Sch_162.JPG,
93,A1.06,A1,DSC06003.JPG,raw_data/A1.06/DSC06003.JPG,
94,A1.06,A1,A1.06.TDN-Sch_163.JPG,raw_data/A1.06/A1.06.TDN-Sch_163.JPG,
94,A1.06,A1,DSC06002.JPG,raw_data/A1.06/DSC06002.JPG,
95,A1.06,A1,A1.06.TDN-Sch_164.JPG,raw_data/A1.06/A1.06.TDN-Sch_164.JPG,
95,A1.06,A1,DSC05992.JPG,raw_data/A1.06/DSC05992.JPG,
96,A1.06,A1,A1.06.TDN-Sch_165.JPG,raw_data/A1.06/A1.06.TDN-Sch_165.JPG,
96,A1.06,A1,DSC05991.JPG,raw_data/A1.06/DSC05991.JPG,
97,A1.06,A1,A1.06.TDN-Sch_166.JPG,raw_data/A1.06/A1.06.TDN-Sch_166.JPG,
97,A1.06,A1,DSC05964.JPG,raw_data/A1.06/DSC05964.JPG,
98,A1.06,A1,A1.06.TDN-Sch_167.JPG,raw_data/A1.06/A1.06.TDN-Sch_167.JPG,
98,A1.06,A1,DSC05963.JPG,raw_data/A1.06/DSC05963.JPG,
99,A1.06,A1,A1.06.TDN-Sch_168.JPG,raw_data/A1.06/A1.06.TDN-Sch_168.JPG,
99,A1.06,A1,DSC05962.JPG,raw_data/A1.06/DSC05962.JPG,
100,A1.06,A1,A1.06.TDN-Sch_169.JPG,raw_data/A1.06/A1.06.TDN-Sch_169.JPG,
100,A1.06,A1,DSC05954.JPG,raw_data/A1.06/DSC05954.JPG,
101,A1.06,A1,A1.06.TDN-Sch_170.JPG,raw_data/A1.06/A1.06.TDN-Sch_170.JPG,
101,A1.06,A1,DSC05953.JPG,raw_data/A1.06/DSC05953.JPG,
102,A1.06,A1,A1.06.TDN-Sch_171.JPG,raw_data/A1.06/A1.06.TDN-Sch_171.JPG,
102,A1.06,A1,DSC05902.JPG,raw_data/A1.06/DSC05902.JPG,
103,A1.06,A1,A1.06.TDN-Sch_172.JPG,raw_data/A1.06/A1.06.TDN-Sch_172.JPG,
103,A1.06,A1,DSC05890.JPG,raw_data/A1.06/DSC05890.JPG,
104,A1.06,A1,A1.06.TDN-Sch_18.JPG,raw_data/A1.06/A1.06.TDN-Sch_18.JPG,
104,A1.06,A1,DSC06389.JPG,raw_data/A1.06/DSC06389.JPG,
105,A1.06,A1,A1.06.TDN-Sch_20.JPG,raw_data/A1.06/A1.06.TDN-Sch_20.JPG,
105,A1.06,A1,DSC06383.JPG,raw_data/A1.06/DSC06383.JPG,
106,A1.06,A1,A1.06.TDN-Sch_21.JPG,raw_data/A1.06/A1.06.TDN-Sch_21.JPG,
106,A1.06,A1,DSC06381.JPG,raw_data/A1.06/DSC06381.JPG,
107,A1.06,A1,A1.06.TDN-Sch_25.JPG,raw_data/A1.06/A1.06.TDN-Sch_25.JPG,
107,A1.06,A1,DSC06377.JPG,raw_data/A1.06/DSC06377.JPG,
108,A1.06,A1,A1.06.TDN-Sch_26.JPG,raw_data/A1.06/A1.06.TDN-Sch_26.JPG,
108,A1.06,A1,DSC06376.JPG,raw_data/A1.06/DSC06376.JPG,
109,A1.06,A1,A1.06.TDN-Sch_27.JPG,raw_data/A1.06/A1.06.TDN-Sch_27.JPG,
109,A1.06,A1,DSC06375.JPG,raw_data/A1.06/DSC06375.JPG,
110,A1.06,A1,A1.06.TDN-Sch_28.JPG,raw_data/A1.06/A1.06.TDN-Sch_28.JPG,
110,A1.06,A1,DSC06374.JPG,raw_data/A1.06/DSC06374.JPG,
111,A1.06,A1,A1.06.TDN-Sch_29.JPG,raw_data/A1.06/A1.06.TDN-Sch_29.JPG,
111,A1.06,A1,DSC06373.JPG,raw_data/A1.06/DSC06373.JPG,
112,A1.06,A1,A1.06.TDN-Sch_30.JPG,raw_data/A1.06/A1.06.TDN-Sch_30.JPG,
112,A1.06,A1,DSC06371.JPG,raw_data/A1.06/DSC06371.JPG,
113,A1.06,A1,A1.06.TDN-Sch_31.JPG,raw_data/A1.06/A1.06.TDN-Sch_31.JPG,
113,A1.06,A1,DSC06368.JPG,raw_data/A1.06/DSC06368.JPG,
114,A1.06,A1,A1.06.TDN-Sch_32.JPG,raw_data/A1.06/A1.06.TDN-Sch_32.JPG,
114,A1.06,A1,DSC06367.JPG,raw_data/A1.06/DSC06367.JPG,
115,A1.06,A1,A1.06.TDN-Sch_33.JPG,raw_data/A1.06/A1.06.TDN-Sch_33.JPG,
115,A1.06,A1,DSC06365.JPG,raw_data/A1.06/DSC06365.JPG,
116,A1.06,A1,A1.06.TDN-Sch_34.JPG,raw_data/A1.06/A1.06.TDN-Sch_34.JPG,
116,A1.06,A1,DSC06364.JPG,raw_data/A1.06/DSC06364.JPG,
117,A1.06,A1,A1.06.TDN-Sch_36.JPG,raw_data/A1.06/A1.06.TDN-Sch_36.JPG,
117,A1.06,A1,DSC06358.JPG,raw_data/A1.06/DSC06358.JPG,
118,A1.06,A1,A1.06.TDN-Sch_38.JPG,raw_data/A1.06/A1.06.TDN-Sch_38.JPG,
118,A1.06,A1,DSC06355.JPG,raw_data/A1.06/DSC06355.JPG,
119,A1.06,A1,A1.06.TDN-Sch_42.JPG,raw_data/A1.06/A1.06.TDN-Sch_42.JPG,
119,A1.06,A1,DSC06348.JPG,raw_data/A1.06/DSC06348.JPG,
120,A1.06,A1,A1.06.TDN-Sch_46.JPG,raw_data/A1.06/A1.06.TDN-Sch_46.JPG,
120,A1.06,A1,A1.06.TDN-Sch_47.JPG,raw_data/A1.06/A1.06.TDN-Sch_47.JPG,
120,A1.06,A1,DSC06339.JPG,raw_data/A1.06/DSC06339.JPG,
120,A1.06,A1,DSC06340.JPG,raw_data/A1.06/DSC06340.JPG,
121,A1.06,A1,A1.06.TDN-Sch_48.JPG,raw_data/A1.06/A1.06.TDN-Sch_48.JPG,
121,A1.06,A1,DSC06335.JPG,raw_data/A1.06/DSC06335.JPG,
122,A1.06,A1,A1.06.TDN-Sch_49.JPG,raw_data/A1.06/A1.06.TDN-Sch_49.JPG,
122,A1.06,A1,DSC06332.JPG,raw_data/A1.06/DSC06332.JPG,
123,A1.06,A1,A1.06.TDN-Sch_50.JPG,raw_data/A1.06/A1.06.TDN-Sch_50.JPG,
123,A1.06,A1,DSC06331.JPG,raw_data/A1.06/DSC06331.JPG,
124,A1.06,A1,A1.06.TDN-Sch_51.JPG,raw_data/A1.06/A1.06.TDN-Sch_51.JPG,
124,A1.06,A1,DSC06329.JPG,raw_data/A1.06/DSC06329.JPG,
125,A1.06,A1,A1.06.TDN-Sch_52.JPG,raw_data/A1.06/A1.06.TDN-Sch_52.JPG,
125,A1.06,A1,DSC06325.JPG,raw_data/A1.06/DSC06325.JPG,
126,A1.06,A1,A1.06.TDN-Sch_53.JPG,raw_data/A1.06/A1.06.TDN-Sch_53.JPG,
126,A1.06,A1,DSC06324.JPG,raw_data/A1.06/DSC06324.JPG,
