building_id,style_label,filename,file_path,outlier_score,action
A1.10,A1,A1.10.Fin-Art_30.jpg,raw_data/A1.10/A1.10.Fin-Art_30.jpg,0.9204446077346802,REMOVE
A1.44,A1,A1.44.Nor-Pal_49.jpg,raw_data/A1.44/A1.44.Nor-Pal_49.jpg,0.9204066395759584,REMOVE
A1.44,A1,A1.44.Nor-Pal_26.jpg,raw_data/A1.44/A1.44.Nor-Pal_26.jpg,0.9201881289482116,REMOVE
A1.44,A1,A1.44.Nor-Pal_27.jpg,raw_data/A1.44/A1.44.Nor-Pal_27.jpg,0.9192986488342284,REMOVE
A1.19,A1,extra-hotel-des-douanes-2.jpg.webp,raw_data/HistoricVietnam-OldPics/A1.19/extra-hotel-des-douanes-2.jpg.webp,0.9190451502799988,REMOVE
A1.26,A1,A1.26.Tan-Din_08.JPG,raw_data/A1.26/A1.26.Tan-Din_08.JPG,0.9160611629486084,KEEP
A1.44,A1,A1.44.Nor-Pal_58.jpg,raw_data/A1.44/A1.44.Nor-Pal_58.jpg,0.9153648018836976,REMOVE
A1.44,A1,A1.44.Nor-Pal_05.jpg,raw_data/A1.44/A1.44.Nor-Pal_05.jpg,0.9141916036605836,REMOVE
A1.44,A1,A1.44.Nor-Pal_59.jpg,raw_data/A1.44/A1.44.Nor-Pal_59.jpg,0.9103831052780152,REMOVE
A1.44,A1,A1.44.Nor-Pal_62.jpg,raw_data/A1.44/A1.44.Nor-Pal_62.jpg,0.9071448445320128,REMOVE
A1.24,A1,A1.24.Indo-Ban_267.JPG,raw_data/A1.24/A1.24.Indo-Ban_267.JPG,0.9066582918167114,REMOVE
A1.24,A1,A1.24.Indo-Ban_199.JPG,raw_data/A1.24/A1.24.Indo-Ban_199.JPG,0.9066069722175598,REMOVE
A1.44,A1,A1.44.Nor-Pal_08.jpg,raw_data/A1.44/A1.44.Nor-Pal_08.jpg,0.9033199548721312,REMOVE
A1.16,A1,98343630_2895592180489769_2393218947710189568_n.jpg,raw_data/HistoricVietnam-OldPics/A1.16/98343630_2895592180489769_2393218947710189568_n.jpg,0.901827037334442,REMOVE
A1.10,A1,A1.10.Fin-Art_25.jpg,raw_data/A1.10/A1.10.Fin-Art_25.jpg,0.9012827277183532,KEEP
A1.44,A1,A1.44.Nor-Pal_19.jpg,raw_data/A1.44/A1.44.Nor-Pal_19.jpg,0.9012203216552734,REMOVE
A1.10,A1,A1.10.Fin-Art_28.jpg,raw_data/A1.10/A1.10.Fin-Art_28.jpg,0.8980154395103455,REMOVE
A1.44,A1,A1.44.Nor-Pal_09.jpg,raw_data/A1.44/A1.44.Nor-Pal_09.jpg,0.897104799747467,REMOVE
A1.44,A1,A1.44.Nor-Pal_07.jpg,raw_data/A1.44/A1.44.Nor-Pal_07.jpg,0.8931012749671936,REMOVE
A1.26,A1,A1.26.Tan-Din_25.JPG,raw_data/A1.26/A1.26.Tan-Din_25.JPG,0.8898399472236633,KEEP
A1.44,A1,A1.44.Nor-Pal_23.jpg,raw_data/A1.44/A1.44.Nor-Pal_23.jpg,0.8881518840789795,REMOVE
A1.44,A1,A1.44.Nor-Pal_39.jpg,raw_data/A1.44/A1.44.Nor-Pal_39.jpg,0.887678861618042,REMOVE
A1.05,A1,A1.05.Mus-His_25.jpg,raw_data/A1.05/A1.05.Mus-His_25.jpg,0.8858601450920105,REMOVE
A1.24,A1,A1.24.Indo-Ban_203.JPG,raw_data/A1.24/A1.24.Indo-Ban_203.JPG,0.8840032815933228,REMOVE
A1.05,A1,A1.05.Mus-His_03.jpg,raw_data/A1.05/A1.05.Mus-His_03.jpg,0.8837746381759644,REMOVE
A1.44,A1,A1.44.Nor-Pal_67.jpg,raw_data/A1.44/A1.44.Nor-Pal_67.jpg,0.883376955986023,REMOVE
A1.27,A1,Bao sanh vien Dong Duong 1937.JPG,raw_data/HistoricVietnam-OldPics/A1.27/Bao sanh vien Dong Duong 1937.JPG,0.8832064867019653,REMOVE
A1.44,A1,A1.44.Nor-Pal_16.jpg,raw_data/A1.44/A1.44.Nor-Pal_16.jpg,0.8830069303512573,REMOVE
A1.17,A1,A1.17.Sai-Uni_33.JPG,raw_data/A1.17/A1.17.Sai-Uni_33.JPG,0.8813524842262268,REMOVE
A1.05,A1,A1.05.Mus-His_79.JPG,raw_data/A1.05/A1.05.Mus-His_79.JPG,0.8811132311820984,REMOVE
A1.18,A1,A1.18.TaD-Mar_22.JPG,raw_data/A1.18/A1.18.TaD-Mar_22.JPG,0.8780637383460999,REMOVE
A1.23,A1,nguyen-binh-khiem.jpg,raw_data/HistoricVietnam-OldPics/A1.23/nguyen-binh-khiem.jpg,0.8752827048301697,REMOVE
A1.44,A1,A1.44.Nor-Pal_51.jpg,raw_data/A1.44/A1.44.Nor-Pal_51.jpg,0.8747731447219849,REMOVE
A1.44,A1,A1.44.Nor-Pal_77.jpg,raw_data/A1.44/A1.44.Nor-Pal_77.jpg,0.8728164434432983,REMOVE
A1.26,A1,A1.26.Tan-Din_23.JPG,raw_data/A1.26/A1.26.Tan-Din_23.JPG,0.8707741498947144,KEEP
A1.25,A1,17-9.jpeg,raw_data/HistoricVietnam-OldPics/A1.25/17-9.jpeg,0.8707113265991211,REMOVE
A1.01,A1,dinh-xa-tay-5-1.jpg,raw_data/HistoricVietnam-OldPics/A1.01/dinh-xa-tay-5-1.jpg,0.8689051270484924,REMOVE
A1.44,A1,A1.44.Nor-Pal_10.jpg,raw_data/A1.44/A1.44.Nor-Pal_10.jpg,0.8683768510818481,REMOVE
A1.44,A1,A1.44.Nor-Pal_57.jpg,raw_data/A1.44/A1.44.Nor-Pal_57.jpg,0.8678436875343323,REMOVE
A1.07,A1,continental8.jpg,raw_data/HistoricVietnam-OldPics/A1.07/continental8.jpg,0.8674089908599854,REMOVE
A1.26,A1,A1.26.Tan-Din_51.JPG,raw_data/A1.26/A1.26.Tan-Din_51.JPG,0.8668227195739746,KEEP
A1.36,A1,Soeurs-de-Saint-Paul-i-1024x604.jpg,raw_data/HistoricVietnam-OldPics/A1.36/Soeurs-de-Saint-Paul-i-1024x604.jpg,0.8666458129882812,REMOVE
A1.24,A1,A1.24.Indo-Ban_253.JPG,raw_data/A1.24/A1.24.Indo-Ban_253.JPG,0.8661885857582092,REMOVE
A1.44,A1,A1.44.Nor-Pal_20.jpg,raw_data/A1.44/A1.44.Nor-Pal_20.jpg,0.8657163381576538,REMOVE
A1.44,A1,A1.44.Nor-Pal_100.jpg,raw_data/A1.44/A1.44.Nor-Pal_100.jpg,0.8652138710021973,REMOVE
A1.10,A1,A1.10.Fin-Art_05.jpg,raw_data/A1.10/A1.10.Fin-Art_05.jpg,0.8636466264724731,REMOVE
A1.05,A1,A1.05.Mus-His_14.jpg,raw_data/A1.05/A1.05.Mus-His_14.jpg,0.8622407913208008,REMOVE
A1.04,A1,A1.04.HCM-Mus_34.jpg,raw_data/A1.04/A1.04.HCM-Mus_34.jpg,0.8620986342430115,REMOVE
A1.26,A1,A1.26.Tan-Din_07.JPG,raw_data/A1.26/A1.26.Tan-Din_07.JPG,0.8620444536209106,REMOVE
A1.01,A1,toa-do-chanh-2.jpg,raw_data/HistoricVietnam-OldPics/A1.01/toa-do-chanh-2.jpg,0.8614354133605957,REMOVE
A1.01,A1,toa-do-chanh-61.jpg,raw_data/HistoricVietnam-OldPics/A1.01/toa-do-chanh-61.jpg,0.8610307574272156,REMOVE
A1.44,A1,A1.44.Nor-Pal_06.jpg,raw_data/A1.44/A1.44.Nor-Pal_06.jpg,0.8604201674461365,REMOVE
A1.02,A1,justice4.jpg,raw_data/HistoricVietnam-OldPics/A1.02/justice4.jpg,0.8598916530609131,REMOVE
A1.13,A1,A1.13.Pas-Ins_103.JPG,raw_data/A1.13/A1.13.Pas-Ins_103.JPG,0.8593424558639526,REMOVE
A1.17,A1,A1.17.Sai-Uni_26.JPG,raw_data/A1.17/A1.17.Sai-Uni_26.JPG,0.8579778075218201,KEEP
A1.24,A1,A1.24.Indo-Ban_264.JPG,raw_data/A1.24/A1.24.Indo-Ban_264.JPG,0.8571811318397522,REMOVE
A1.10,A1,A1.10.Fin-Art_56.jpg,raw_data/A1.10/A1.10.Fin-Art_56.jpg,0.8570579886436462,REMOVE
A1.10,A1,A1.10.Fin-Art_55.jpg,raw_data/A1.10/A1.10.Fin-Art_55.jpg,0.8567018508911133,REMOVE
A1.36,A1,A1.36.St-Paul_26.JPG,raw_data/A1.36/A1.36.St-Paul_26.JPG,0.8567005395889282,REMOVE
A1.36,A1,A1.36.St-Paul_29.JPG,raw_data/A1.36/A1.36.St-Paul_29.JPG,0.8558101058006287,KEEP
A1.10,A1,A1.10.Fin-Art_59.jpg,raw_data/A1.10/A1.10.Fin-Art_59.jpg,0.8549675941467285,REMOVE
A1.29,A1,579_001-1024x606.jpg,raw_data/HistoricVietnam-OldPics/A1.29/579_001-1024x606.jpg,0.8543142080307007,REMOVE
A1.04,A1,A1.04.HCM-Mus_26.jpg,raw_data/A1.04/A1.04.HCM-Mus_26.jpg,0.8533529043197632,KEEP
A1.05,A1,A1.05.Mus-His_09.jpg,raw_data/A1.05/A1.05.Mus-His_09.jpg,0.8510333895683289,REMOVE
A1.10,A1,A1.10.Fin-Art_51.jpg,raw_data/A1.10/A1.10.Fin-Art_51.jpg,0.8502600193023682,REMOVE
A1.08,A1,A1.08.MCH-Sch_01.JPG,raw_data/A1.08/A1.08.MCH-Sch_01.JPG,0.8494573831558228,REMOVE
A1.04,A1,A1.04.HCM-Mus_66.jpg,raw_data/A1.04/A1.04.HCM-Mus_66.jpg,0.8469148278236389,REMOVE
A1.07,A1,continental-48.jpg,raw_data/HistoricVietnam-OldPics/A1.07/continental-48.jpg,0.845588207244873,REMOVE
A1.05,A1,A1.05.Mus-His_01.jpg,raw_data/A1.05/A1.05.Mus-His_01.jpg,0.8437885046005249,REMOVE
A1.07,A1,continental-42.jpg,raw_data/HistoricVietnam-OldPics/A1.07/continental-42.jpg,0.8434801697731018,REMOVE
A1.01,A1,A1.01.Peo-com_28.JPG,raw_data/A1.01/A1.01.Peo-com_28.JPG,0.8432475328445435,REMOVE
A1.39,A1,4.15.1-Shell-Building-1955.jpg,raw_data/HistoricVietnam-OldPics/A1.39/4.15.1-Shell-Building-1955.jpg,0.842893123626709,REMOVE
A1.32,A1,506627954_9289959264437016_577299901153104093_n.jpg,raw_data/HistoricVietnam-OldPics/A1.32/506627954_9289959264437016_577299901153104093_n.jpg,0.8421030640602112,REMOVE
A1.01,A1,toa-do-chanh-3.jpg,raw_data/HistoricVietnam-OldPics/A1.01/toa-do-chanh-3.jpg,0.841498851776123,REMOVE
A1.06,A1,A1.06.TDN-Sch_09.JPG,raw_data/A1.06/A1.06.TDN-Sch_09.JPG,0.8414188623428345,REMOVE
A1.06,A1,DSC06400.JPG,raw_data/A1.06/DSC06400.JPG,0.8414188623428345,REMOVE
A1.22,A1,05b.jpg,raw_data/HistoricVietnam-OldPics/A1.22/05b.jpg,0.8409795761108398,REMOVE
A1.10,A1,A1.10.Fin-Art_40.jpg,raw_data/A1.10/A1.10.Fin-Art_40.jpg,0.8400570154190063,REMOVE
A1.24,A1,A1.24.Indo-Ban_202.JPG,raw_data/A1.24/A1.24.Indo-Ban_202.JPG,0.8399975299835205,REMOVE
A1.10,A1,A1.10.Fin-Art_46.jpg,raw_data/A1.10/A1.10.Fin-Art_46.jpg,0.8397341966629028,KEEP
A1.44,A1,A1.44.Nor-Pal_72.jpg,raw_data/A1.44/A1.44.Nor-Pal_72.jpg,0.8391011357307434,KEEP
A1.39,A1,8594583280_eb6b9f6ebf_o-1024x733.jpg,raw_data/HistoricVietnam-OldPics/A1.39/8594583280_eb6b9f6ebf_o-1024x733.jpg,0.83907550573349,REMOVE
A1.36,A1,La-Sainte-Enfance-par-Emile-Gsell-ca.1866-1024x716.jpg,raw_data/HistoricVietnam-OldPics/A1.36/La-Sainte-Enfance-par-Emile-Gsell-ca.1866-1024x716.jpg,0.8386082053184509,REMOVE
A1.24,A1,A1.24.Indo-Ban_210.JPG,raw_data/A1.24/A1.24.Indo-Ban_210.JPG,0.8380317687988281,KEEP
A1.44,A1,A1.44.Nor-Pal_53.jpg,raw_data/A1.44/A1.44.Nor-Pal_53.jpg,0.8367985486984253,REMOVE
A1.44,A1,A1.44.Nor-Pal_37.jpg,raw_data/A1.44/A1.44.Nor-Pal_37.jpg,0.8351629972457886,KEEP
A1.01,A1,A1.01.Peo-com_90.JPG,raw_data/A1.01/A1.01.Peo-com_90.JPG,0.834114134311676,REMOVE
A1.04,A1,A1.04.HCM-Mus_33.jpg,raw_data/A1.04/A1.04.HCM-Mus_33.jpg,0.8340811729431152,REMOVE
A1.07,A1,A1.07.Hot-Con_50.JPG,raw_data/A1.07/A1.07.Hot-Con_50.JPG,0.8327797651290894,KEEP
A1.21,A1,saigon-2.jpg,raw_data/HistoricVietnam-OldPics/A1.21/saigon-2.jpg,0.832186222076416,REMOVE
A1.10,A1,A1.10.Fin-Art_18.jpg,raw_data/A1.10/A1.10.Fin-Art_18.jpg,0.8317393064498901,KEEP
A1.01,A1,A1.01.Peo-com_33.JPG,raw_data/A1.01/A1.01.Peo-com_33.JPG,0.830697238445282,REMOVE
A1.07,A1,continental-52.jpg,raw_data/HistoricVietnam-OldPics/A1.07/continental-52.jpg,0.8304065465927124,REMOVE
A1.03,A1,XX-scaled.jpg,raw_data/HistoricVietnam-OldPics/A1.03/XX-scaled.jpg,0.830288827419281,REMOVE
A1.44,A1,A1.44.Nor-Pal_40.jpg,raw_data/A1.44/A1.44.Nor-Pal_40.jpg,0.8287296295166016,REMOVE
A1.24,A1,A1.24.Indo-Ban_114.JPG,raw_data/A1.24/A1.24.Indo-Ban_114.JPG,0.828425943851471,KEEP
A1.01,A1,A1.01.Peo-com_29.JPG,raw_data/A1.01/A1.01.Peo-com_29.JPG,0.8280697464942932,REMOVE
A1.18,A1,A1.18.TaD-Mar_26.JPG,raw_data/A1.18/A1.18.TaD-Mar_26.JPG,0.8277515172958374,REMOVE
A1.35,A1,post-2.jpg,raw_data/HistoricVietnam-OldPics/A1.35/post-2.jpg,0.8274883031845093,REMOVE
A1.10,A1,A1.10.Fin-Art_10.jpg,raw_data/A1.10/A1.10.Fin-Art_10.jpg,0.8273553252220154,REMOVE
A1.10,A1,A1.10.Fin-Art_53.jpg,raw_data/A1.10/A1.10.Fin-Art_53.jpg,0.8266024589538574,REMOVE
A1.35,A1,buu-dien-12.jpg,raw_data/HistoricVietnam-OldPics/A1.35/buu-dien-12.jpg,0.8263359069824219,REMOVE
A1.07,A1,A1.07.Hot-Con_51.JPG,raw_data/A1.07/A1.07.Hot-Con_51.JPG,0.8260830044746399,REMOVE
A1.18,A1,A1.18.TaD-Mar_25.JPG,raw_data/A1.18/A1.18.TaD-Mar_25.JPG,0.8245900869369507,REMOVE
A1.01,A1,toa-do-chanh-33.jpg,raw_data/HistoricVietnam-OldPics/A1.01/toa-do-chanh-33.jpg,0.8239736557006836,REMOVE
A1.44,A1,A1.44.Nor-Pal_98.jpg,raw_data/A1.44/A1.44.Nor-Pal_98.jpg,0.8231353163719177,REMOVE
A1.24,A1,A1.24.Indo-Ban_211.JPG,raw_data/A1.24/A1.24.Indo-Ban_211.JPG,0.8227691650390625,KEEP
A1.44,A1,A1.44.Nor-Pal_91.jpg,raw_data/A1.44/A1.44.Nor-Pal_91.jpg,0.8218321800231934,KEEP
A1.44,A1,A1.44.Nor-Pal_97.jpg,raw_data/A1.44/A1.44.Nor-Pal_97.jpg,0.8208571076393127,REMOVE
A1.44,A1,A1.44.Nor-Pal_35.jpg,raw_data/A1.44/A1.44.Nor-Pal_35.jpg,0.8191791772842407,KEEP
A1.23,A1,trung-vuong.jpg,raw_data/HistoricVietnam-OldPics/A1.23/trung-vuong.jpg,0.8188905715942383,REMOVE
A1.11,A1,Saïgon.-Lycée-Chasseloup-Laubat.-Deux-jeunes-professeurs-annamites-1947-1024x978.jpg,raw_data/HistoricVietnam-OldPics/A1.11/Saïgon.-Lycée-Chasseloup-Laubat.-Deux-jeunes-professeurs-annamites-1947-1024x978.jpg,0.8184296488761902,REMOVE
A1.01,A1,A1.01.Peo-com_04.JPG,raw_data/A1.01/A1.01.Peo-com_04.JPG,0.8182289600372314,REMOVE
A1.18,A1,A1.18.TaD-Mar_46.JPG,raw_data/A1.18/A1.18.TaD-Mar_46.JPG,0.8180934190750122,KEEP
A1.04,A1,dinh-gia-long14.jpg,raw_data/HistoricVietnam-OldPics/A1.04/dinh-gia-long14.jpg,0.8176537752151489,REMOVE
A1.44,A1,A1.44.Nor-Pal_94.jpg,raw_data/A1.44/A1.44.Nor-Pal_94.jpg,0.8168929815292358,REMOVE
A1.44,A1,A1.44.Nor-Pal_54.jpg,raw_data/A1.44/A1.44.Nor-Pal_54.jpg,0.8165748119354248,REMOVE
A1.36,A1,A1.36.St-Paul_28.JPG,raw_data/A1.36/A1.36.St-Paul_28.JPG,0.8149746060371399,REMOVE
A1.26,A1,A1.26.Tan-Din_24.JPG,raw_data/A1.26/A1.26.Tan-Din_24.JPG,0.8148400783538818,REMOVE
A1.04,A1,A1.04.HCM-Mus_60.png,raw_data/A1.04/A1.04.HCM-Mus_60.png,0.8147256374359131,KEEP
A1.15,A1,A1.15.VTT-Sch_38.JPG,raw_data/A1.15/A1.15.VTT-Sch_38.JPG,0.8145358562469482,REMOVE
A1.01,A1,toa-do-chanh-27.jpg,raw_data/HistoricVietnam-OldPics/A1.01/toa-do-chanh-27.jpg,0.8141738176345825,REMOVE
A1.01,A1,dinh-xa-tay-4-1.jpg,raw_data/HistoricVietnam-OldPics/A1.01/dinh-xa-tay-4-1.jpg,0.8138322830200195,REMOVE
A1.01,A1,toa-do-chanh-11.jpg,raw_data/HistoricVietnam-OldPics/A1.01/toa-do-chanh-11.jpg,0.813719630241394,REMOVE
A1.44,A1,5536847066_18b6a7b809_o-1024x639.jpg,raw_data/HistoricVietnam-OldPics/A1.44/5536847066_18b6a7b809_o-1024x639.jpg,0.8131919503211975,REMOVE
A1.44,A1,A1.44.Nor-Pal_52.jpg,raw_data/A1.44/A1.44.Nor-Pal_52.jpg,0.8129369616508484,REMOVE
A1.44,A1,A1.44.Nor-Pal_71.jpg,raw_data/A1.44/A1.44.Nor-Pal_71.jpg,0.8127464056015015,REMOVE
A1.29,A1,A1.29.Lab-Cul_21.JPG,raw_data/A1.29/A1.29.Lab-Cul_21.JPG,0.812134861946106,REMOVE
A1.10,A1,A1.10.Fin-Art_26.jpg,raw_data/A1.10/A1.10.Fin-Art_26.jpg,0.8116893768310547,REMOVE
A1.44,A1,A1.44.Nor-Pal_82.jpg,raw_data/A1.44/A1.44.Nor-Pal_82.jpg,0.8114988803863525,REMOVE
A1.18,A1,A1.18.TaD-Mar_44.JPG,raw_data/A1.18/A1.18.TaD-Mar_44.JPG,0.8113650679588318,KEEP
A1.44,A1,A1.44.Nor-Pal_87.jpg,raw_data/A1.44/A1.44.Nor-Pal_87.jpg,0.8083947896957397,REMOVE
A1.44,A1,A1.44.Nor-Pal_30.jpg,raw_data/A1.44/A1.44.Nor-Pal_30.jpg,0.8082784414291382,REMOVE
A1.18,A1,A1.18.TaD-Mar_33.JPG,raw_data/A1.18/A1.18.TaD-Mar_33.JPG,0.8080301284790039,REMOVE
A1.12,A1,A1.12.Chi-Hou_94.JPG,raw_data/A1.12/A1.12.Chi-Hou_94.JPG,0.8078018426895142,KEEP
A1.18,A1,586572747_1150006883950130_5444737542243232901_n.jpg,raw_data/HistoricVietnam-OldPics/A1.18/586572747_1150006883950130_5444737542243232901_n.jpg,0.8075234889984131,REMOVE
A1.03,A1,saigon-opera-29.jpg,raw_data/HistoricVietnam-OldPics/A1.03/saigon-opera-29.jpg,0.8070630431175232,REMOVE
A1.01,A1,toa-do-chanh-21.jpg,raw_data/HistoricVietnam-OldPics/A1.01/toa-do-chanh-21.jpg,0.8070298433303833,REMOVE
A1.28,A1,A1.28.Cam-Mus_22.JPG,raw_data/A1.28/A1.28.Cam-Mus_22.JPG,0.8054801821708679,REMOVE
A1.18,A1,A1.18.TaD-Mar_48.JPG,raw_data/A1.18/A1.18.TaD-Mar_48.JPG,0.8047676086425781,REMOVE
A1.18,A1,A1.18.TaD-Mar_30.JPG,raw_data/A1.18/A1.18.TaD-Mar_30.JPG,0.8039376735687256,REMOVE
A1.08,A1,nnlXYqMh.jpg,raw_data/HistoricVietnam-OldPics/A1.08/nnlXYqMh.jpg,0.8034182786941528,REMOVE
A1.28,A1,A1.28.Cam-Mus_16.JPG,raw_data/A1.28/A1.28.Cam-Mus_16.JPG,0.8033267259597778,REMOVE
A1.04,A1,A1.04.HCM-Mus_32.jpg,raw_data/A1.04/A1.04.HCM-Mus_32.jpg,0.8030731678009033,REMOVE
A1.04,A1,A1.04.HCM-Mus_35.jpg,raw_data/A1.04/A1.04.HCM-Mus_35.jpg,0.8030658960342407,KEEP
